images,specs,category,product_type,brand,type,sku,normal_price,description,tags,link_tokopedia,link_whatsapp,image_1,image_2,image_3,image_4,slug,name
https://ik.imagekit.io/eropa/products/Magic_com_YONGMA_SMC5049_5_4LT__GgCQBm5otZ.png?updatedAt=1632447505876,"[{""name"":""Berat"",""value"":""15 kg""},{""name"":""Panjang"",""value"":""46 cm""},{""name"":""Lebar"",""value"":""47 cm""},{""name"":""Tinggi"",""value"":""41 cm""},{""name"":""Warna"",""value"":""silver""},{""name"":""Capacity"",""value"":""5,4 L""}]",Kompor & Peralatan Masak,Magic Com,Yongma,SMC5049,,1768000,memiliki desain yang modern serta memiliki Auto temperature controller yang dapat menjaga nasi Anda tetap hangat sesuai dengan kondisi nasi yang berada di dalam magic jar ini.,"magiccom,mejikom,rice cooker",https://www.tokopedia.com/tokoeropa-1/rice-cooker-yongma-smc-5049-magic-com-jumbo-5-4-liter,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Magic_com_YONGMA_SMC5049_5_4LT__GgCQBm5otZ.png?updatedAt=1632447505876,,,,kompor-peralatan-masak-magic-com-yongma-smc5049,Kompor & Peralatan Masak Magic Com Yongma SMC5049
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SAMSUNG_WT85H3210MB_4V8kFebKp.png?updatedAt=1632382652382,"[{""name"":""Berat"",""value"":""35 kg""},{""name"":""Panjang"",""value"":""832 mm""},{""name"":""Lebar"",""value"":""902 mm""},{""name"":""Tinggi"",""value"":""483 mm""},{""name"":""Rated input selection/impedance"",""value"":""Daya Mencuci : 450 Watt | Daya Pengering : 180 Watt""},{""name"":""Warna"",""value"":""Pituh biru""},{""name"":""Capacity"",""value"":""85 Kg""},{""name"":""Material"",""value"":""Polycarbnate / Solid\n""}]",Mesin Cuci,2 Tabung,Samsung,WT85H3210MB,,2350000,"<div class=""product--variation-field--variation_field_features__1586 field field--name-field-features field--type-text-long field--label-hidden field--item"">
<p>Pencucian Bertenaga<br />Menghasilkan arus air kuat dan dinamis, sehingga dengan kuat menembus kain dan noda hilang lebih efektif.</p>
<p>Product Feature<br />Anti Karat, Pencucian Bertenaga, Lebih Cepat Kering karena fitur Air Turbo<br />Digital Inverter : Belum Tersedia</p>
<p>Mengucek Lebih Mudah<br />Mengucek lebih mudah dan nyaman dengan Papan Penggilasan dirancang khusus untuk membersihkan noda yang sulit diraih seperti di area kerah, ketiak, atau lengan.</p>
<p>Lebih Cepat Kering<br />Fitur Air Turbo memutar drum dengan kecepatan tinggi dan menarik lebih banyak udara, sehingga pakaian atau selimut lebih cepat kering.</p>
</div>","mesincuci,mesincuci2tabung,2tabung,mesincucisamsung,samsung",https://www.tokopedia.com/tokoeropa-1/samsung-mesin-cuci-2-tabung-8-5-kg-wt85h3210mb,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SAMSUNG_WT85H3210MB_4V8kFebKp.png?updatedAt=1632382652382,,,,mesin-cuci-2-tabung-samsung-wt85h3210mb,Mesin Cuci 2 Tabung Samsung WT85H3210MB
https://ik.imagekit.io/eropa/products/Chest_Freezer_POLYTRON_PCF217_so3NqD88TO.png?updatedAt=1632447563910,"[{""name"":""Berat"",""value"":""55 kg""},{""name"":""Panjang"",""value"":""845 mm""},{""name"":""Lebar"",""value"":""560 mm""},{""name"":""Tinggi"",""value"":""980 mm""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Capacity"",""value"":""200 L\n""}]",Kulkas,Chest Freezer,Polytron,PCF217,,2844500,<p>Fitur :<br />- Super Freeze<br />- Big Capacity<br />- LED Lighting<br />- Quick Cooling<br />- Energy Saving<br />- Low Voltage<br />- CFC Free<br />- Door Lock</p>,"chestfreezer,pendingin,polytron",https://www.tokopedia.com/tokoeropa-1/polytron-chest-freezer-pcf-217-200-liter,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Chest_Freezer_POLYTRON_PCF217_so3NqD88TO.png?updatedAt=1632447563910,,,,kulkas-chest-freezer-polytron-pcf217,Kulkas Chest Freezer Polytron PCF217
https://ik.imagekit.io/eropa/products/Magic_com_YONGMA_SMC4023_rHyjAQy3l7.png?updatedAt=1632447748137,"[{""name"":""Berat"",""value"":""6 kg""},{""name"":""Panjang"",""value"":""31 cm""},{""name"":""Lebar"",""value"":""31 cm""},{""name"":""Tinggi"",""value"":""33 cm""},{""name"":""Rated input selection/impedance"",""value"":""400 W""},{""name"":""Warna"",""value"":""Ungu, Silver, Merah""},{""name"":""Capacity"",""value"":""2 L""}]",Kompor & Peralatan Masak,Magic Com,Yongma,SMC4023,,604000,"<p>Fitur :</p>
<p>&bull; Menerapkan pegangan di inner pot. Sehingga Magic com mudah digunakan.<br />&bull; Stainless Body : Memberi kesan yang kualitasnya lebih tinggi dengan Nuansa warna yang dinamis di stainless body dengan motif yang indah.<br />&bull; Push button switch : Menerapkan push button di tombol menu &ldquo;Cook /Warm&rdquo; memasak menjadi lebih mudah.<br />&bull; Secret Button : Menerapkan desain unik yaitu desain yang permukaan tombolnya rata dengan permukaan pegangan penutup.<br />&bull; Tombol Magnet : Sebagai alat pengaman dipasang di bagian dalam Magic Com untuk mengecek apakah inner pot diletakkan dengan tepat dan bekerja secara otomatis merubah fungsi menjadi penghangat setelah proses memasak selesai.<br />&bull; Saklar pencegah panas berlebih : Saklar ini berguna untuk melindungi unit dari pemanasan yang tidak normal.<br />&bull; Pengamanan ganda di rancang untuk keamanan anda.<br />&bull; Kenyamanan menghangatkan dan memasakkan<br />&bull; Pemanasan : Sistem piring pemanas. Penghangat : Sistem pemanas 3D.<br />&bull; Multi pot : Dapat digunakan untuk mencuci beras dan memasak bermacam makanan kukusan.<br />&bull; Peganganan tipe bar : Anti Panas<br />&bull; Rice scoop yang bisa berdiri : Setelah digunakan dapat diletakkan di mana saja secara berdiri<br />&bull; Cup measurement : Cangkir pengukur</p>","magiccom,mejikom,rice cooker",https://www.tokopedia.com/tokoeropa-1/yong-ma-yongma-rice-cooker-magic-com-smc-4023-smc4023,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Magic_com_YONGMA_SMC4023_rHyjAQy3l7.png?updatedAt=1632447748137,,,,kompor-peralatan-masak-magic-com-yongma-smc4023,Kompor & Peralatan Masak Magic Com Yongma SMC4023
https://ik.imagekit.io/eropa/products/POLYTRON_PCF117_E61CpUsNhL.png?updatedAt=1632447797892,"[{""name"":""Berat"",""value"":""55 kg""},{""name"":""Panjang"",""value"":""544 mm""},{""name"":""Lebar"",""value"":"" 610 mm""},{""name"":""Tinggi"",""value"":"" 840 mm""},{""name"":""Rated input selection/impedance"",""value"":""130 W""},{""name"":""Warna"",""value"":""putih""},{""name"":""Capacity"",""value"":""100  L""}]",Kulkas,Chest Frezeer,Polytron,PCF117,,2249500,"POLYTRON heast freezer digunakan untuk keperluan mini market, restoran hotel hingga supermarket besar untuk menyimpan aneka makan beku seperti ES krim, daging beku, seafood, baskso, nugget, DLL. PCF-117 merupakan tipe dengan pintu dibuka keatas ( lift up )","chest freezer,pendingin polytron",https://www.tokopedia.com/tokoeropa-1/polytron-pcf-117-chest-freezer-box-100-l-lemari-pembeku-100-liter,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/POLYTRON_PCF117_E61CpUsNhL.png?updatedAt=1632447797892,,,,kulkas-chest-frezeer-polytron-pcf117,Kulkas Chest Frezeer Polytron PCF117
https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC6013_gG9TAFxgtF2.png?updatedAt=1632448261760 https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC6013_6_Nkt0TkzGR5.png?updatedAt=1632448261845 https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC6013_5_CqQMRzkZQM.png?updatedAt=1632448262684,"[{""name"":""Berat"",""value"":""6 kg""},{""name"":""Rated input selection/impedance"",""value"":""400 W""},{""name"":""Warna"",""value"":""Merah, Ungu""},{""name"":""Capacity"",""value"":""2 L""}]",Kompor & Peralatan Masak,Magic Com,Yongma,SMC6013,,647000,"<div class=""product--variation-field--variation_field_features__1586 field field--name-field-features field--type-text-long field--label-hidden field--item"">
<p>&nbsp;</p>
Fitur :<br />* Inner Pot dengan Ceramic Coating : Menghasilkan kualitas nasi yang lebih sempurna, lebih sehat, dan anti lengket.<br />* pegangan panci :antipanas, Konsumen dapat menggunakan dengan aman dan nyaman<br />*push button switch : Tombol pilih menu yang nyaman penggunaannya<br />*Secret Button: Menerapkan Desain modern yaitu desain rahasia (secret) yang permukaan tombol merata dengan permukaan pegangan bar.<br />*Desain penutup yang mempunyai sebuah galur memberi tekanan untuk konsep Cube<br />*Tombol magnet : Sebagai alat pengaman dipasang di bagian bawah panci untuk mengecek apakah panci diletakkan dengan tepat dan bekerja secara otomatis merubah fungsi menjadi penghangat setelah proses memasak selesai .<br />*Saklar pencegah panas berlebihan : saklar ini berguna untuk melindungi unit dari pemanasan yang tidak normal<br />*Pengamanan ganda di rancang untuk keamanan anda<br />*Pemanasan dan penghangatan yang aman<br />*Pemanasan : sistem piring pemanas, penghangat : sistem pemanas 3D</div>","magiccom,mejikom,rice cooker",https://www.tokopedia.com/tokoeropa-1/yongma-magic-com-smc-6013-smc6013,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC6013_gG9TAFxgtF2.png?updatedAt=1632448261760,https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC6013_6_Nkt0TkzGR5.png?updatedAt=1632448261845,https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC6013_5_CqQMRzkZQM.png?updatedAt=1632448262684,,kompor-peralatan-masak-magic-com-yongma-smc6013,Kompor & Peralatan Masak Magic Com Yongma SMC6013
https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC4033_2.5L__Zc9lcabIZ5F.png?updatedAt=1632448383354 https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC4033_2.5L__3_iNxqnX4rk1.png?updatedAt=1632448383729,"[{""name"":""Berat"",""value"":""6 kg""},{""name"":""Panjang"",""value"":""33""},{""name"":""Lebar"",""value"":""33""},{""name"":""Tinggi"",""value"":""33""},{""name"":""Rated input selection/impedance"",""value"":""500 W""},{""name"":""Warna"",""value"":""Gold, Ungu""},{""name"":""Capacity"",""value"":""2,5 L""}]",Kompor & Peralatan Masak,Magic Com,Yongma,SMC4033,,635500,"<p>Desain Motif Kristal<br />menerapkan konsep kristal yang elegan dan solid.</p>
<p>Cara Tombol<br />Cara mudah pemakaian dengan tombol cook dan warm YONG MA SMC4033 &ndash; Magic Com 2.5 Liter Gold Iron</p>
<p>Sistem Pemanas 3D<br />Dengan sistem pemanas 3D (Atas, tengah, bawah) membuat kehangatan nasi tahan lama dan tidak mudah basi.</p>
<p>Multi Pot<br />Multi pot dan multi cover yang memiliki berbagai kegunaan serta dapat digunakan untuk mencuci beras, menghangatkan masakan sekaligus tempat nasi</p>","magiccom,mejikom,rice cooker",https://www.tokopedia.com/tokoeropa-1/magic-com-yong-ma-smc-4033-yongma-smc4033-2-5-liter,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC4033_2.5L__Zc9lcabIZ5F.png?updatedAt=1632448383354,https://ik.imagekit.io/eropa/products/Magic_Com_YONGMA_SMC4033_2.5L__3_iNxqnX4rk1.png?updatedAt=1632448383729,,,kompor-peralatan-masak-magic-com-yongma-smc4033,Kompor & Peralatan Masak Magic Com Yongma SMC4033
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRB159B_sl8quWubM.png?updatedAt=1634699837514,"[{""name"":""Berat"",""value"":""25 kg""},{""name"":""Panjang"",""value"":""513 mm""},{""name"":""Lebar"",""value"":""530 mm""},{""name"":""Tinggi"",""value"":""1100 mm""},{""name"":""Rated input selection/impedance"",""value"":""80 W""},{""name"":""Cooling System"",""value"":""Direct Cooling""},{""name"":""Warna"",""value"":""Biru""},{""name"":""Capacity"",""value"":""150 L""}]",Kulkas,1 Pintu,Polytron,PRB159B (BIRU),,1563500,<p>FITUR :<br />- Ice Tray<br />- Extra Big Freezer<br />- Big Vegetable Box<br />- Tempered Glass Shelf<br />- Low Watt<br />- LED Lighting</p>,"kulkas,kulkas1pintu,kulkasPolytron,polytron",https://www.tokopedia.com/tokoeropa-1/kulkas-polytron-prb159-b-r-biru,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRB159B_sl8quWubM.png?updatedAt=1634699837514,,,,kulkas-1-pintu-polytron-prb159b-biru,Kulkas 1 Pintu Polytron PRB159B (BIRU)
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRB159R_GCkJkDnk5.png?updatedAt=1634699838505,"[{""name"":""Berat"",""value"":""25 kg""},{""name"":""Panjang"",""value"":""513 mm""},{""name"":""Lebar"",""value"":""530 mm""},{""name"":""Tinggi"",""value"":""1100 mm""},{""name"":""Rated input selection/impedance"",""value"":""80 W""},{""name"":""Cooling System"",""value"":""Direct Cooling""},{""name"":""Warna"",""value"":""Merah""},{""name"":""Capacity"",""value"":""150 L""}]",Kulkas,1 Pintu,Polytron,PRB159R (MERAH),,1563500,<p>FITUR :<br />- Ice Tray<br />- Extra Big Freezer<br />- Big Vegetable Box<br />- Tempered Glass Shelf<br />- Low Watt<br />- LED Lighting</p>,"kulkas,kulkas1pintu,kulkasPolytron,polytron",https://www.tokopedia.com/tokoeropa-1/kulkas-polytron-prb159-b-r-merah,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRB159R_GCkJkDnk5.png?updatedAt=1634699838505,,,,kulkas-1-pintu-polytron-prb159r-merah,Kulkas 1 Pintu Polytron PRB159R (MERAH)
https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAW96BBZ2_1CJy0iZzQz.png?updatedAt=1632453591237,"[{""name"":""Berat"",""value"":""29 kg""},{""name"":""Panjang"",""value"":""791 mm""},{""name"":""Lebar"",""value"":""525 mm""},{""name"":""Tinggi"",""value"":""1023 mm""},{""name"":""Rated input selection/impedance"",""value"":""Pencuci/ Pengering : 250 WATT/ 130 WATT""},{""name"":""Warna"",""value"":""Putih abu-abu""},{""name"":""Capacity"",""value"":""9,5 Kg""},{""name"":""Jenis"",""value"":""2 Tabung""},{""name"":""Material"",""value"":""Polypropylene""},{""name"":""Speed"",""value"":""1400 RPM\n""}]",Mesin Cuci,2 Tabung,Panasonic,NAW96BBZ2,,1931000,<p>Fitur<br />- Anti Bacteria Pulsator Organik Ag+<br />- Tipe Pulsator Big Blue Pulsator<br />- Super Soakmatic<br />- Energy Saving<br />- 2 Mode Washing selector</p>,"mesincuci,mesincuci2tabung,2tabung,mesincuciPanasonic,panasonic",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-2-tabung-panasonic-na-w96bbz2-9kg-naw96bbz2,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAW96BBZ2_1CJy0iZzQz.png?updatedAt=1632453591237,,,,mesin-cuci-2-tabung-panasonic-naw96bbz2,Mesin Cuci 2 Tabung Panasonic NAW96BBZ2
https://ik.imagekit.io/eropa/products/mesin_cuci_POLYTRON_PWM852G_3tyi09kCUV.png?updatedAt=1632456300447,"[{""name"":""Berat"",""value"":""23,7 kg""},{""name"":""Panjang"",""value"":""831 mm""},{""name"":""Lebar"",""value"":""528 mm""},{""name"":""Tinggi"",""value"":""998 mm""},{""name"":""Rated input selection/impedance"",""value"":""250 Watt (wash); 130 Watt (spin)""},{""name"":""Power Supply"",""value"":""220V/50Hz""},{""name"":""Warna"",""value"":""Putih hijau""},{""name"":""Capacity"",""value"":""8,5 Kg""},{""name"":""Jenis"",""value"":""2 Tabung""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Speed"",""value"":""130 RPM (wash); 1400RPM (spin)""}]",Mesin Cuci,2 Tabung,Polytron,PWM852G (HIJAU),,1532000,"<h5><strong>Fitur :</strong></h5>
<ul>
<li>Hemat &ndash; Gear Box</li>
<li>Hebat &ndash; Samba Pulsator</li>
<li>Kuat - Tahan Karta</li>
<li>Water Selector</li>
<li>Magic Pouch / Hijab</li>
<li>Water Filter</li>
</ul>","mesincuci,mesincuci2tabung,2tabung,mesincuciPolytron,polytron",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-2-tabung-polytron-8-5-kg-twin-tub-pwm-852g,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/mesin_cuci_POLYTRON_PWM852G_3tyi09kCUV.png?updatedAt=1632456300447,,,,mesin-cuci-2-tabung-polytron-pwm852g-hijau,Mesin Cuci 2 Tabung Polytron PWM852G (HIJAU)
https://ik.imagekit.io/eropa/products/Mesin_Cuci_LG_P7500N_HAZaC2HySl.png?updatedAt=1632456797443 https://ik.imagekit.io/eropa/products/mesin_cuci_LG_P7500_2_V-JFImmPaIM.png?updatedAt=1632456797807,"[{""name"":""Berat"",""value"":""30 kg""},{""name"":""Panjang"",""value"":""805 mm""},{""name"":""Lebar"",""value"":""478 mm""},{""name"":""Tinggi"",""value"":""975 mm""},{""name"":""Rated input selection/impedance"",""value"":""320 Watt / 250 Watt""},{""name"":""Pintu"",""value"":""Plastic""},{""name"":""Warna"",""value"":""Light Grey""},{""name"":""Capacity"",""value"":""7,5 Kg""},{""name"":""Jenis"",""value"":""2 Tabung""}]",Mesin Cuci,2 Tabung,LG,P7500,,2205000,"<p>P750N merupakan mesin cuci 2 tabung dengan kapasitas 7.5 kg (wash) dan 6.5 kg (spin) yang sangat sesuai dengan kebutuhan mencuci Anda.</p>
<p>Mesin cuci ini hadir dengan berbagai fitur menarik seperti Twin Tub, chrome knop, water selector (wash/spin), dual waterfall /dual lint filter.</p>
<p>LG Twin Tub Washer P750N ini juga memiliki fitur Wind and Jet Dry sehingga menjadikan cucian Anda cepat kering.</p>","mesincuci,mesincuci2tabung,2tabung,mesincuciLG,LG",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-lg-2-tabung-lg-p7500-kapasitas-7-5kg,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_LG_P7500N_HAZaC2HySl.png?updatedAt=1632456797443,https://ik.imagekit.io/eropa/products/mesin_cuci_LG_P7500_2_V-JFImmPaIM.png?updatedAt=1632456797807,,,mesin-cuci-2-tabung-lg-p7500,Mesin Cuci 2 Tabung LG P7500
https://ik.imagekit.io/eropa/products/AC_SHARP_AP5UHL_erL859dyo.png?updatedAt=1632457330373,"[{""name"":""Rated input selection/impedance"",""value"":""330 W""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Capacity"",""value"":""1/2 pk""},{""name"":""Refrigrant"",""value"":""R32""},{""name"":""Cakupan Area"",""value"":""6-9 m2""},{""name"":""Swing"",""value"":""4 - Way Auto Swing""},{""name"":""Self cleaning function"",""value"":""Yes with PCI""},{""name"":""Remote control"",""value"":""Yes""},{""name"":""Cool (kw)"",""value"":""1.41 Kw""},{""name"":""Cooling capacity"",""value"":""5000 BTU""},{""name"":""Liquid side"",""value"":""1/4 Inch""},{""name"":""Gas side"",""value"":""3/8 Inch""},{""name"":""In door dimensions"",""value"":""877 x 292 x 222 mm""},{""name"":""Out door dimensions"",""value"":""598 x 495 x 265 mm""},{""name"":""Berat in door"",""value"":""8 kg""},{""name"":""Berat out door"",""value"":""19 kg""},{""name"":""Jetstream"",""value"":""Yes, Jestream G9""},{""name"":""Low wattage"",""value"":""Yes""},{""name"":""Plasmacluster"",""value"":""Yes""}]",AC & Cooler,1/2 PK,Sharp,AP5UHL,,4230500,"<p>Fitur :<br />- 5000 Btu/h - Bisa mendinginkan ruangan sampai 10m2.<br />- R32 - Refrigeran ramah lingkungan dengan nol ODP (Ozone Depletion Potential) dan lebih cepat dingin.<br />- Powerful Jetstream - Dapat mendinginkan ruangan dengan cepat dengan hembusan kuat dan langsung.<br />- Coanda Air Flow - Udara sejuk tersebar keseluruh ruangan, untuk menciptakan sebuah lingkungan yang menyenangkan bagi semua orang.</p>",AC,https://www.tokopedia.com/tokoeropa-1/ac-sharp-ah-ap5uhl-ac-split-1-2-pk-plasmacluster-5uhl,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/AC_SHARP_AP5UHL_erL859dyo.png?updatedAt=1632457330373,,,,ac-cooler-12-pk-sharp-ap5uhl,AC & Cooler 1/2 PK Sharp AP5UHL
https://ik.imagekit.io/eropa/products/AQUA_AQF550R_2xsvSA22Q.png?updatedAt=1632474514962,"[{""name"":""Berat"",""value"":""78 kg""},{""name"":""Panjang"",""value"":""1650  mm""},{""name"":""Lebar"",""value"":""745 mm""},{""name"":""Tinggi"",""value"":""845 mm""},{""name"":""Rated input selection/impedance"",""value"":""240 W""},{""name"":""Power Supply"",""value"":""220V ""},{""name"":""Pintu"",""value"":""polos""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Capacity"",""value"":""519 L""},{""name"":""Refrigrant"",""value"":""R600a""}]",Kulkas,Freezer Box,Aqua,AQF550R,,5404000,"<p>Chest Freezer Seri R dari Aqua memiliki kelebihan dibanding seri W, antara lain, alumunium coating di bagian dalam yang membuat freezer bisa menahan suhu dingin hingga 48jam.</p>
<p>Tutup Freezer lebih tebal dan memiliki fitur counter balance sehingga menutup perlahan walau langsung dilepas. Fitur lain super fast freezing membuat pendinginan lebih cepat.</p>","pendingin,box freezer aqua",https://www.tokopedia.com/tokoeropa-1/sanyo-haier-aqua-chest-freezer-2-pintu-aqf-550r-519-liter,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/AQUA_AQF550R_2xsvSA22Q.png?updatedAt=1632474514962,,,,kulkas-freezer-box-aqua-aqf550r,Kulkas Freezer Box Aqua AQF550R
https://ik.imagekit.io/eropa/products/RSA_XS320_Zpq8qvdK7tC.png?updatedAt=1632474853505,"[{""name"":""Berat"",""value"":""50 kg""},{""name"":""Panjang"",""value"":""1165 mm""},{""name"":""Lebar"",""value"":""605 mm""},{""name"":""Tinggi"",""value"":""784 mm""},{""name"":""Rated input selection/impedance"",""value"":""196 W""},{""name"":""Power Supply"",""value"":""220 V""},{""name"":""Pintu"",""value"":""kaca""},{""name"":""Warna"",""value"":""putih""},{""name"":""Capacity"",""value"":""288 L""},{""name"":""Refrigrant"",""value"":""R134a""}]",Kulkas,Freezer Box,Rsa,XS320,,4737000,"<p>&nbsp;</p>
<p>RSA heast freezer digunakan untuk keperluan mini market, restoran hotel hingga supermarket besar untuk menyimpan aneka makan beku seperti ES krim, daging beku, seafood, baskso, nugget, DLL</p>
<p>RSA XS-320 merupakan tipe dengan pintu dibuka keatas ( lift up ) dan memiliki kapasitas 288 L</p>","pendingin,box freezer RSA",https://www.tokopedia.com/tokoeropa-1/chest-freezer-rsa-xs320-xs-320-xs-320-freezer-box,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/RSA_XS320_Zpq8qvdK7tC.png?updatedAt=1632474853505,,,,kulkas-freezer-box-rsa-xs320,Kulkas Freezer Box Rsa XS320
